ID,Title (en),Title (de),Title (fr),Level,Country,Country code,Canton,Municipality,Date,Institution,No votes,Yes votes,Empty votes,Invalid votes,Total electorate,Citizens abroad,Result,Committee name,Theme 1,Theme 2,Theme 3,Vote trigger,Vote Result status,Official status,Legal act type,Vote trigger actor,Vote trigger state level,Vote trigger number,Vote trigger time,Vote object,Author of the vote object,Counter proposal,Action,Vote venue,Hierarchy of the legal norm,Degree of revision,Turnout quorum,Decision quorum,Referendum text options,Institutional precondition,Institutional precondition decision,Institutional precondition decision actor,Special topics,Excluded topics
66c468f3c3cd67046057ff43,Constitutional initiative for the disclosure of political financing (Transparency Initiative),Verfassungsinitiative für die Offenlegung der Politikfinanzierung (Transparenz-Initiative),,subnational,Switzerland,CH,Zug,,2024-09-22,Citizens' initiative,17631,14761,518,1127,76481,-1,No,,state organisation,political system,citizens' rights,Automatic,,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Constitution,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
66a89473c3cd67046057ff2a,Amendment to the law on the Cantonal Council (temporary deputisation),Änderung des Gesetzes über den Kantonsrat (Temporäre Stellvertretung),,subnational,Switzerland,CH,Schaffhausen,,2024-08-18,Mandatory referendum,13400,13352,4743,48,52330,-1,No,,parliament,institutions,state organisation,Automatic,Binding,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Law,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
66a892ccc3cd67046057ff26,Resolution on the approval of the Axpo shareholders' agreement and the owner's strategy (replacement of the NOK founding agreement),Beschluss betreffend Genehmigung des Axpo-Aktionärsbindungsvertrags und der Eignerstrategie (Ablösung des NOK-Gründungsvertrags),,subnational,Switzerland,CH,Schaffhausen,,2024-08-18,Optional referendum,14186,12374,5021,39,52330,-1,No,,state organisation,energy,economy,Bottom up,Binding,Official,Normal,Citizens,Equal,1000 people entitled to vote,90 days,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Law,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
669bc5f9c3cd67046057fedd,Amendment of the cantonal constitution regarding the organisation and administration of the municipalities,Änderung der Kantonsverfassung betreffend Organisation und Verwaltung der Gemeinden,,subnational,Switzerland,CH,Nidwalden,,2024-09-22,Mandatory referendum,2548,11786,342,91,31344,-1,Yes,,federalism,state organisation,institutions,Automatic,Binding,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Constitution,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
669b9f2dc3cd67046057fed9,Education Act (amendment of 26 February 2024; scholarships for temporarily admitted foreign nationals),Bildungsgesetz (Änderung vom 26.Februar 2024; Stipendien für vorläufig aufgenommene Ausländerinnen und Ausländer),,subnational,Switzerland,CH,Zurich,,2024-09-22,Optional referendum,229507,192707,4492,81,935738,-1,No,,public finance,immigration policy,education policy,Top down,Binding,Official,Normal,Citizens,Equal,45,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Law,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
669533fdc3cd67046057fed3,New Palace of Justice,,,subnational,Switzerland,CH,Ticino,,2024-06-09,Optional referendum,63216,43088,3855,491,224332,-1,No,,public finance,public expenditure,,Automatic,,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Constitution,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
6694f97dc3cd67046057fed1,Tax Reform,,,subnational,Switzerland,CH,Ticino,,2024-06-09,Optional referendum,45908,60582,3655,496,224332,-1,Yes,,public finance,taxation,tax policy,Automatic,,Official,Normal,Constitution,Equal,7000,60 days,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Constitution,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
6694f8aac3cd67046057fecf,Amendment of the Law on the Pension Fund of the Canton of Ticino,,,subnational,Switzerland,CH,Ticino,,2024-06-09,Mandatory referendum,52169,53230,4663,534,224332,-1,Yes,,pension insurance,social policy,social security,Automatic,,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Constitution,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
6659b208c3cd67046057fe31,Partial revision of the Rules of Procedure of the Cantonal Council,Teilrevision der Geschäftsordnung des Kantonsrate,,subnational,Switzerland,CH,Schwyz,,2024-06-09,Mandatory referendum,22432,24182,866,50,108099,-1,Yes,,state organisation,institutions,parliament,Automatic,Binding,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Law,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
6659b140c3cd67046057fe2d,"Citizens' initiative ’For a local, secure and affordable energy supply (solar initiative)’","Volksinitiative «Für eine lokale, sichere und günstige Energieversorgung (Solarinitiative)»",,subnational,Switzerland,CH,Schaffhausen,,2024-06-09,Citizens' initiative,19743,12831,2419,23,51893,-1,No,,energy,energy policy,alternative energy,Automatic,,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Constitution,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
6659af29c3cd67046057fe29,Amendment of the Health Act,,Loi modifiant la loi sur la santé,subnational,Switzerland,CH,Geneva,,2024-06-09,Optional referendum,89055,27262,12721,141,280302,-1,No,,social policy,health,health policy,Automatic,Binding,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Law,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
6659ae82c3cd67046057fe25,To allow non-subsidised day-care centres to offer an alternative to families,,Pour permettre aux crèches non subventionnées d’offrir une alternative aux familles,subnational,Switzerland,CH,Geneva,,2024-06-09,Optional referendum,68458,51787,8793,141,280302,-1,No,,children and young people,social groups,social policy,Automatic,Binding,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Law,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
6659ad59c3cd67046057fe21,"Citizens' initiative 'One Life here, one Voice here... Let's strengthen our democracy'",,"Initiative populaire « Une Vie ici, une Voix ici... Renforçons notre démocratie ! »",subnational,Switzerland,CH,Geneva,,2024-06-09,Citizens' initiative,74596,47922,6529,141,280302,-1,No,,citizens' rights,voting rights,state organisation,Automatic,Binding,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Citizens,No,"Abrogate, Introduce, Revise",Ballot,Constitution,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
6659ac84c3cd67046057fe1d,Ban on hate symbols in public spaces,,Interdiction des symboles de haine dans les espaces publics,subnational,Switzerland,CH,Geneva,,2024-06-09,Mandatory referendum,18899,104546,5593,141,280302,-1,Yes,,"culture, religion and media",cultural policy,,Automatic,Binding,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,Introduce,Ballot,Constitution,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
6659ab8ac3cd67046057fe19,Financial aid from the state for the freiburger spital HFR,Finanzhilfe des Staates für das freiburger spital HFR,,subnational,Switzerland,CH,Fribourg,,2024-06-09,Mandatory referendum,17951,70213,3324,374,216394,8097,Yes,,public finance,public expenditure,health,Automatic,,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,,Ballot,Ordinance,,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
6659aad2c3cd67046057fe15,Counter-proposal to the citizens' initiative ‘In favour of citizen-oriented public hospital emergency admissions 24/24’,"Gegenvorschlag zur Initiative ""Für bürgernahe öffentliche Spitalnotaufnahme 24/24""",,subnational,Switzerland,CH,Fribourg,,2024-06-09,Counter proposal,27646,59763,1114,611,216394,8097,Yes,,social policy,health,medicines,Automatic,,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Constitution,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
6659aa0bc3cd67046057fe11,Citizens' initiative “For citizen-oriented public hospital emergency admissions 24/24”,Initiative «Für bürgernahe öffentliche Spitalnotaufnahme 24/24»,,subnational,Switzerland,CH,Fribourg,,2024-06-09,Citizens' initiative,56256,33365,1114,611,216394,8097,No,,medicines,health,social policy,Automatic,,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Constitution,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
6659a8bec3cd67046057fe0d,Amendment to the Energy Act of 19 October 2023,Änderung des Energiegesetzes vom 19. Oktober 2023,,subnational,Switzerland,CH,Basel Landschaft,,2024-06-09,Optional referendum,38123,45308,1349,1132,190855,-1,Unknown,,energy policy,energy,alternative energy,Automatic,,Official,Normal,Citizens,Equal,1500,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Law,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
6659a62dc3cd67046057fe09,Constitution of the Canton of Aargau (headline and climate paragraph),Verfassung des Kantons Aargau (Kurztitel und Klimaparagraf),,subnational,Switzerland,CH,Aargau,,2024-06-09,Mandatory referendum,76597,101017,2904,120,431648,-1,Yes,,environment and living space,environment,environmental policy,Automatic,,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,Introduce,Ballot,Constitution,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
66505b3fc3cd67046057fe07,Federal law on a secure electricity supply with renewable sources of energy,Bundesgesetz über eine sichere Stromversorgung mit erneuerbaren Energien,,national,Switzerland,CH,,,2024-06-09,Optional referendum,781811,1717607,36444,7564,5599464,228822,Yes,,energy,energy policy,alternative energy,Automatic,,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Constitution,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
6650452ac3cd67046057fe03,Citizens' initiative ‘For freedom and physical integrity’,Volksinitiative «Für Freiheit und körperliche Unversehrtheit»,,national,Switzerland,CH,,,2024-06-09,Citizens' initiative,1838740,655106,38873,7969,5599464,228822,No,,legal system,fundamental rights,state organisation,Automatic,,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Constitution,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
665044a8c3cd67046057fe01,Citizens' initiative ‘For lower premiums - cost control healthcare system (cost control initiative),Volksinitiative «Für tiefere Prämien – Kostenbremse im Gesundheitswesen (Kostenbremse-Initiative)»,,national,Switzerland,CH,,,2024-06-09,Citizens' initiative,1563769,927386,43596,7677,5599464,228822,No,,social policy,social security,health and accident insurance,Bottom up,Binding,Official,Normal,Citizens,Equal,,,Legal text (ausformulierter vorschlag),Citizens,No,"Abrogate, Introduce, Revise",Ballot,Constitution,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
665043f1c3cd67046057fdfe,Citizens' initiative “ A maximum of 10 % of income for health insurance premiums (premium relief initiative)”,Volksinitiative «Maximal 10 % des Einkommens für die Krankenkassenprämien (Prämien-Entlastungs-Initiative)»,,national,Switzerland,CH,,,2024-06-09,Citizens' initiative,1391645,1117095,29082,7333,5599464,228822,No,,social policy,social security,health and accident insurance,Bottom up,Binding,Official,Normal,Citizens,Equal,,,Legal text (ausformulierter vorschlag),Citizens,No,"Abrogate, Introduce, Revise",Ballot,Constitution,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
66262da4c3cd67046057fd85,Cantonal Council resolution on the renovation and conversion of Schützengasse 1 in St.Gallen for the District Court of St.Gallen (mandatory referendum),Kantonsratsbeschluss über die Instandsetzung und Umnutzung der Schützengasse 1 in St.Gallen für das Kreisgericht St.Gallen,,subnational,Switzerland,CH,St. Gallen,,2023-11-19,Mandatory referendum,20027,59073,1965,13,320587,-1,Yes,,public finance,public expenditure,courts,Automatic,Binding,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Ordinance,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
66262be5c3cd67046057fd7d,Addendum to the law on contributions for childcare supplementing family and school (mandatory referendum),Nachtrag zum Gesetz über Beiträge für familien- und schul - ergänzende Kinder- betreuung,,subnational,Switzerland,CH,St. Gallen,,2023-11-19,Mandatory referendum,29850,51118,886,13,320587,-1,Yes,,family policy,public finance,social policy,Automatic,Binding,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Law,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
66262910c3cd67046057fd76,Counter-proposal by the Cantonal Council in the form of the Cantonal Council resolution on the special credit for financing energy promotion in the years 2024 to 2030,Gegenvorschlag des Kantonsrates in Form des Kantonsratsbeschlusses über den Sonderkredit zur Finanzierung der Energieförderung in den Jahren 2024 bis 2030,,subnational,Switzerland,CH,St. Gallen,,2023-11-19,Counter proposal,27102,50804,3308,46,320587,-1,Yes,,energy,environment and living space,environment,Top down,Binding,Official,Normal,Parliament,Equal,,,Legal text (ausformulierter vorschlag),Parliament,Yes,"Abrogate, Introduce, Revise",Ballot,Ordinance,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
66262500c3cd67046057fd6f,"Unified initiative ""St.Gallen Climate Fund""",Einheitsinitiative «St.Galler Klimafonds»,,subnational,Switzerland,CH,St. Gallen,,2023-11-19,Citizens' initiative,56105,21566,3543,46,320587,-1,No,,energy,environment and living space,environment,Bottom up,Binding,Official,Normal,Citizens,Equal,4000 citizens,5 months,Legal text (allg. anregung),Citizens,No,"Abrogate, Introduce, Revise",Ballot,Law,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
66228107c3cd67046057fd40,"Loan decision for the new pedestrian tunnel and safety measures Harderband, Path of Switzerland, in the municipality of Seedorf (Bauen district)","Kreditbeschluss für den Neubau Fussgängertunnel und Sicherungsmassnahmen Harderband, Weg der Schweiz, in der Gemeinde Seedorf (Ortsteil Bauen)",,subnational,Switzerland,CH,Uri,,2023-10-22,Mandatory referendum,5642,6722,216,100,26571,-1,Yes,,public finance,public expenditure,environment and living space,Automatic,Binding,Official,Normal,Constitution,Equal,,,Question,Parliament,No,"Abrogate, Introduce, Revise",Ballot,Constitution,,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
66228087c3cd67046057fd3c,Accession to the intercantonal agreement on contributions for advanced medical training (WFV),Beitritt zur Interkantonalen Vereinbarung über die Beiträge für die ärztliche Weiter­bildung (WFV),,subnational,Switzerland,CH,Uri,,2023-10-22,Mandatory referendum,3105,8731,391,101,26125,-1,Yes,,public finance,public expenditure,social policy,Automatic,Binding,Official,Normal,Constitution,Equal,,,Question,Parliament,No,"Abrogate, Introduce, Revise",Ballot,Constitution,,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
66228038c3cd67046057fd38,Partial revision of the law on the Cantonal Bank of Uri,Teilrevision des Gesetzes über die Urner Kantonalbank,,subnational,Switzerland,CH,Uri,,2023-10-22,Mandatory referendum,3106,8370,550,99,26571,-1,Yes,,"banks, stock exchange, insurance",finance,economy,Automatic,Binding,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Constitution,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
66227ff5c3cd67046057fd34,Total revision of the law on the protection of personal data (Cantonal Data Protection Act; KDSG),Totalrevision des Gesetzes über den Schutz von Personendaten (Kantonales Datenschutzgesetz; KDSG),,subnational,Switzerland,CH,Uri,,2023-10-22,Mandatory referendum,2642,9146,406,98,26571,-1,Yes,,media and communication,"culture, religion and media",telecommunications,Automatic,Binding,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Constitution,Total,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
66227f8ec3cd67046057fd30,Total revision of the Energy Act of the Canton of Uri,Totalrevision des Energiegesetzes des Kantons Uri,,subnational,Switzerland,CH,Uri,,2023-10-22,Mandatory referendum,3774,8184,344,98,26571,-1,Yes,,energy,energy policy,,Automatic,Binding,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Constitution,Total,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
66227b1dc3cd67046057fd17,Amendment to the Tax Act of 6 July 2023,Änderung des Steuergesetzes vom 6. Juli 2023,,subnational,Switzerland,CH,Zug,,2023-11-26,Governmental referendum,8892,23201,102,592,76315,-1,Yes,,public finance,taxation,social policy,Automatic,Binding,Official,Normal,Government,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Law,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
66226ff1c3cd67046057fd0f,Decree on the authorisation procedure for large-scale photovoltaic systems by the Grand Council on 10 February 2023,Dekret über das Bewilligungsverfahren für Photovoltaik-Grossanlagen vom Grossen Rat am 10. Februar 2023,,subnational,Switzerland,CH,Valais,,2023-09-10,Optional referendum,42161,35997,424,1789,224992,-1,No,,energy,energy policy,alternative energy,Automatic,Binding,Official,Normal,Constitution,Equal,,,Question,Parliament,No,"Abrogate, Introduce, Revise",Ballot,Ordinance,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
66226709c3cd67046057fd04,Amendment to the Tax Act (immediate measures for minimum taxation),Änderung des Steuergesetzes (Sofortmassnahmen Mindestbesteuerung),,subnational,Switzerland,CH,Schaffhausen,,2023-11-19,Mandatory referendum,6385,22162,115,5720,51991,-1,Yes,,public finance,taxation,economy,Automatic,Binding,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Law,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
662262f7c3cd67046057fcfd,Revision of the Financial Budget Act (financial policy reserves),Revision des Finanzhaushaltsgesetzes (Finanzpolitische Reserven),,subnational,Switzerland,CH,Schaffhausen,,2023-11-19,Mandatory referendum,13787,14804,5632,128,51991,-1,Yes,,public finance,financial system,public expenditure,Automatic,Binding,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Law,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
6622457ec3cd67046057fcea,"Construction of ""Central Prison Canton Solothurn (ZGSO)"" in Flumenthal/Deitingen; Approval of a loan commitment",Neubau «Zentralgefängnis Kanton Solothurn (ZGSO)» in Flumenthal/Deitingen; Bewilligung eines Verpflichtungskredites,,subnational,Switzerland,CH,Solothurn,,2023-10-22,Mandatory referendum,32254,50826,1251,804,183265,4259,Yes,,public expenditure,public finance,,Automatic,Binding,Official,Normal,Constitution,Equal,,,Question,Parliament,No,"Abrogate, Introduce, Revise",Ballot,Ordinance,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
6622398bc3cd67046057fce1,Partial revision of the motor vehicle tax law,Teilrevision des Gesetzes über die Motorfahrzeugabgaben,,subnational,Switzerland,CH,Schwyz,,2023-10-22,Mandatory referendum,36871,23201,390,47,107651,-1,No,,taxation,public finance,road transport,Automatic,Binding,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,Revise,Ballot,Law,Partial,,Simple majority,Whole text only,Exists,Yes,,Financial act (taxes),Jus cogens
662226f1c3cd67046057fcd6,"Commitment credit for the sports infrastructure project ""New indoor swimming pool KSS"" in accordance with the cantonal sports facilities concept",Verpflichtungskredit für das Sportinfrastrukturprojekt «Neubau Hallenbad KSS» gemäss Kantonalem Sportanlagenkonzept,,subnational,Switzerland,CH,Schaffhausen,,2023-11-19,Mandatory referendum,7381,25431,2076,40,51991,-1,Yes,,sport,"culture, religion and media",public finance,Automatic,Binding,Official,Normal,Constitution,Equal,,,Question,Parliament,No,"Abrogate, Introduce, Revise",Ballot,Ordinance,,,Simple majority,Whole text only,Exists,Yes,,"Financial act, Financial act (expenses)",Jus cogens
66222272c3cd67046057fcd0,"""Strengthening self-determination and personal responsibility"" (child protection initiative)",«Selbstbestimmung und Eigenverantwortung stärken» (Kinderschutzinitiative),,subnational,Switzerland,CH,Nidwalden,,2023-11-26,Citizens' initiative,9239,1388,47,76,31258,-1,No,,social policy,children and young people,social groups,Automatic,Binding,Official,Normal,Constitution,Equal,250,2 months,Legal text (ausformulierter vorschlag),Citizens,No,Introduce,Ballot,Law,Partial,,Simple majority,Whole text only,Exists,Yes,,,Jus cogens
